image_path,depth_path,danger_col_0,danger_col_1,danger_col_2,danger_left,danger_center,danger_right,best_direction
C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_rotated\20240325-154418\272126057.jpg,C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_depth\20240325-154418\272126057-dpt_beit_large_512.png,0.3773038983345032,0.33279380202293396,0.3374020457267761,0.3773038983345032,0.33279380202293396,0.3374020457267761,center
C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_rotated\20240325-154418\407792717.jpg,C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_depth\20240325-154418\407792717-dpt_beit_large_512.png,0.2135293036699295,0.21362733840942383,0.21333320438861847,0.2135293036699295,0.21362733840942383,0.21333320438861847,right
C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_rotated\20240325-154418\257459405.jpg,C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_depth\20240325-154418\257459405-dpt_beit_large_512.png,0.6006373763084412,0.9649513959884644,0.9522061347961426,0.6006373763084412,0.9649513959884644,0.9522061347961426,left
C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_rotated\20240325-154418\398792730.jpg,C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_depth\20240325-154418\398792730-dpt_beit_large_512.png,0.2774018943309784,0.34053921699523926,0.6745590567588806,0.2774018943309784,0.34053921699523926,0.6745590567588806,left
C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_rotated\20240325-154418\421459381.jpg,C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_depth\20240325-154418\421459381-dpt_beit_large_512.png,0.9740198850631714,0.3324998617172241,0.3814705014228821,0.9740198850631714,0.3324998617172241,0.3814705014228821,center
C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_rotated\20240325-154418\328792751.jpg,C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_depth\20240325-154418\328792751-dpt_beit_large_512.png,0.36573538184165955,0.5234311819076538,0.30279409885406494,0.36573538184165955,0.5234311819076538,0.30279409885406494,right
C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_rotated\20240325-154418\193126061.jpg,C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_depth\20240325-154418\193126061-dpt_beit_large_512.png,0.41014671325683594,0.3914216458797455,0.4014701843261719,0.41014671325683594,0.3914216458797455,0.4014701843261719,center
C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_rotated\20240325-154418\174126066.jpg,C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_depth\20240325-154418\174126066-dpt_beit_large_512.png,0.9375004768371582,0.39779406785964966,0.3774999976158142,0.9375004768371582,0.39779406785964966,0.3774999976158142,right
C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_rotated\20240325-154418\369126053.jpg,C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_depth\20240325-154418\369126053-dpt_beit_large_512.png,0.7272063493728638,0.3482356369495392,0.3278433680534363,0.7272063493728638,0.3482356369495392,0.3278433680534363,right
C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_rotated\20240325-154418\227126057.jpg,C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_depth\20240325-154418\227126057-dpt_beit_large_512.png,0.2139214277267456,0.21522045135498047,0.30671554803848267,0.2139214277267456,0.21522045135498047,0.30671554803848267,left
C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_rotated\20240325-154418\341459384.jpg,C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_depth\20240325-154418\341459384-dpt_beit_large_512.png,0.4307350218296051,0.47754907608032227,0.8403924703598022,0.4307350218296051,0.47754907608032227,0.8403924703598022,left
C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_rotated\20240325-154418\234459421.jpg,C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_depth\20240325-154418\234459421-dpt_beit_large_512.png,0.28774499893188477,0.24666671454906464,0.253774493932724,0.28774499893188477,0.24666671454906464,0.253774493932724,center
C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_rotated\20240325-154418\340459389.jpg,C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_depth\20240325-154418\340459389-dpt_beit_large_512.png,0.5779906511306763,0.38215675950050354,0.46602946519851685,0.5779906511306763,0.38215675950050354,0.46602946519851685,center
C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_rotated\20240325-154418\315126055.jpg,C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_depth\20240325-154418\315126055-dpt_beit_large_512.png,0.4313722550868988,0.42578405141830444,0.42161744832992554,0.4313722550868988,0.42578405141830444,0.42161744832992554,right
C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_rotated\20240325-154418\344459396.jpg,C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_depth\20240325-154418\344459396-dpt_beit_large_512.png,0.24225494265556335,0.12958338856697083,0.10110291093587875,0.24225494265556335,0.12958338856697083,0.10110291093587875,right
C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_rotated\20240325-154418\156792735.jpg,C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_depth\20240325-154418\156792735-dpt_beit_large_512.png,0.12843134999275208,0.4247055947780609,0.16727927327156067,0.12843134999275208,0.4247055947780609,0.16727927327156067,left
C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_rotated\20240325-154418\208459398.jpg,C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_depth\20240325-154418\208459398-dpt_beit_large_512.png,0.20382337272167206,0.20480379462242126,0.29352930188179016,0.20382337272167206,0.20480379462242126,0.29352930188179016,left
C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_rotated\20240325-154418\175459416.jpg,C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_depth\20240325-154418\175459416-dpt_beit_large_512.png,0.3834802806377411,0.36519622802734375,0.3009803295135498,0.3834802806377411,0.36519622802734375,0.3009803295135498,right
C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_rotated\20240325-154418\245126058.jpg,C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_depth\20240325-154418\245126058-dpt_beit_large_512.png,0.559705913066864,0.20803916454315186,0.36852917075157166,0.559705913066864,0.20803916454315186,0.36852917075157166,center
C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_rotated\20240325-154418\304126055.jpg,C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_depth\20240325-154418\304126055-dpt_beit_large_512.png,0.37367624044418335,0.2108822613954544,0.7309310436248779,0.37367624044418335,0.2108822613954544,0.7309310436248779,center
C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_rotated\20240325-154418\403126053.jpg,C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_depth\20240325-154418\403126053-dpt_beit_large_512.png,0.2530391812324524,0.16137263178825378,0.18352921307086945,0.2530391812324524,0.16137263178825378,0.18352921307086945,center
C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_rotated\20240325-154418\384126059.jpg,C:\Users\danie\Documents\GitHub\Autonomous_Flight\clean_dataset\dataset_depth\20240325-154418\384126059-dpt_beit_large_512.png,0.36573526263237,0.21215669810771942,0.7377943992614746,0.36573526263237,0.21215669810771942,0.7377943992614746,center
